texte,domaine,priorite
je saigne du doigt,MÉDICAL,Basse
ma souris marche plus,MATÉRIEL,Basse
ma souris d'ordinateur est morte,MATÉRIEL,Basse
ma session ne marche plus,ACCÈS,Moyenne
une voiture menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
le parking a pris feu je suis en danger,POMPIER,Haute
mon ex m'a tiré dessus vite,POLICE,Haute
l'hyperviseur est en panne,INFRA,Haute
un batiment vient de tomber,POMPIER,Haute
l'hyperviseur a crashé,INFRA,Haute
ma femme a le nez cassé.,MÉDICAL,Moyenne
une voiture menace de s'écrouler vite,POMPIER,Moyenne
j'ai très mal au ventre vite,MÉDICAL,Moyenne
mon ex braque la banque ma vie est en danger,POLICE,Haute
un individu me suit dans la rue vite,POLICE,Moyenne
mon écran ne répond plus,MATÉRIEL,Basse
le datacenter ne répond plus,INFRA,Haute
une usine menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
ma souris a un faux contact,MATÉRIEL,Basse
il y a un tueur en série,POLICE,Haute
ma souris ne répond plus,MATÉRIEL,Basse
un voleur m'a tiré dessus,POLICE,Haute
un fou rode autour de la maison vite,POLICE,Moyenne
mon coeur me fait mal,MÉDICAL,Haute
un immeuble menace de s'écrouler vite,POMPIER,Moyenne
mon pc est mort,MATÉRIEL,Basse
une centrale nucléaire menace de s'écrouler,POMPIER,Moyenne
j'ai une grosse hémorragie.,MÉDICAL,Haute
j'ai du sang partout!,MÉDICAL,Haute
quelqu'un me menace avec une arme je suis en danger,POLICE,Haute
mon clavier est cassé,MATÉRIEL,Basse
une central nucléaire vient d'exploser,POMPIER,Haute
ma femme a très mal au dos aidez-moi,MÉDICAL,Moyenne
quelqu'un a très mal au dos!,MÉDICAL,Moyenne
un immeuble est rempli de fumée aidez-moi,POMPIER,Haute
l'hyperviseur a crashé,INFRA,Haute
quelqu'un me suit dans la rue ma vie est en danger,POLICE,Moyenne
le routeur ne répond plus,INFRA,Haute
mon clavier est bloqué,MATÉRIEL,Basse
mon authentification me refuse l'accès,ACCÈS,Moyenne
mon authentification est expiré,ACCÈS,Moyenne
la forêt s'est effondré aidez-moi,POMPIER,Haute
quelqu'un a une grosse hémorragie aidez-moi,MÉDICAL,Haute
mon compte me refuse l'accès,ACCÈS,Moyenne
ma souris a un faux contact,MATÉRIEL,Basse
la forêt est en train de s'écrouler aidez-moi,POMPIER,Moyenne
une maison menace de s'écrouler.,POMPIER,Moyenne
mon authentification ne marche plus,ACCÈS,Moyenne
je une grosse hémorragie je suis en danger,MÉDICAL,Haute
la webcam ne s'allume pas,MATÉRIEL,Basse
un batiment vient de tomber,POMPIER,Haute
une centrale nucléaire a été soufflé par une explosion je suis en danger,POMPIER,Haute
un voleur essaie de rentrer de force vite,POLICE,Moyenne
mon écran ne répond plus,MATÉRIEL,Basse
ma session tourne en boucle,ACCÈS,Moyenne
la forêt est rempli de fumée.,POMPIER,Haute
le toit menace de s'écrouler,POMPIER,Moyenne
le wifi est tombé,INFRA,Haute
mon ami a le nez cassé ma vie est en danger,MÉDICAL,Moyenne
mon authentification n'est pas reconnu,ACCÈS,Moyenne
l'hyperviseur a une latence énorme,INFRA,Haute
une maison menace de s'écrouler vite,POMPIER,Moyenne
un voleur a un fusil ma vie est en danger,POLICE,Haute
une centrale nucléaire fuit du gaz aidez-moi,POMPIER,Haute
ma souris est cassé,MATÉRIEL,Basse
mon ami a très mal au dos aidez-moi,MÉDICAL,Moyenne
quelqu'un a le nez cassé,MÉDICAL,Moyenne
j'ai fait un malaise,MÉDICAL,Haute
mon authentification n'est pas reconnu,ACCÈS,Moyenne
le routeur a une latence énorme,INFRA,Haute
une usine a pris feu,POMPIER,Haute
mon collègue a très mal au dos aidez-moi,MÉDICAL,Moyenne
un individu braque la banque!,POLICE,Haute
ma souris est bloqué,MATÉRIEL,Basse
mon fils a très mal au dos.,MÉDICAL,Moyenne
quelqu'un a très mal au ventre,MÉDICAL,Moyenne
l'hyperviseur a une latence énorme,INFRA,Haute
un individu a un fusil vite,POLICE,Haute
l'hyperviseur a crashé,INFRA,Haute
le toit est en train de s'écrouler.,POMPIER,Moyenne
mon ami a le nez cassé.,MÉDICAL,Moyenne
un voleur me menace avec une arme,POLICE,Haute
une centrale nucléaire est en train de s'écrouler,POMPIER,Moyenne
un pont menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
le vpn me refuse l'accès,ACCÈS,Moyenne
le wifi a fondu,INFRA,Haute
une maison a été soufflé par une explosion vite,POMPIER,Haute
un tueur veut me poignarder.,POLICE,Haute
mon authentification tourne en boucle,ACCÈS,Moyenne
mon compte est bloqué,ACCÈS,Moyenne
l'hyperviseur est en panne,INFRA,Haute
un individu est entré par effraction.,POLICE,Moyenne
une centrale nucléaire est en train de s'écrouler!,POMPIER,Moyenne
il y a un braquage,POLICE,Haute
le toit est en feu vite,POMPIER,Haute
le vpn est expiré,ACCÈS,Moyenne
ma souris est cassé,MATÉRIEL,Basse
une maison menace de s'écrouler vite,POMPIER,Moyenne
mon collègue a très mal au dos,MÉDICAL,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
je saigne,MÉDICAL,Moyenne
mon coeur me fait mal,MÉDICAL,Haute
une usine menace de s'écrouler aidez-moi,POMPIER,Moyenne
j'ai du mal à respirer vite,MÉDICAL,Haute
une maison menace de s'écrouler vite,POMPIER,Moyenne
mon fils a cassé mon bras.,MÉDICAL,Moyenne
un voleur me frappe au visage vite,POLICE,Haute
l'hyperviseur est en panne,INFRA,Haute
une voiture est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
le serveur est en panne,INFRA,Haute
mon ami a très mal au ventre je suis en danger,MÉDICAL,Moyenne
le datacenter ne répond plus,INFRA,Haute
je me suis fais tirer dessus,POLICE,Haute
mon collègue a le crâne ouvert!,MÉDICAL,Haute
le routeur a fondu,INFRA,Haute
mon pc a un faux contact,MATÉRIEL,Basse
une voiture brûle vite,POMPIER,Haute
une centrale nucléaire menace de s'écrouler aidez-moi,POMPIER,Moyenne
ma session me refuse l'accès,ACCÈS,Moyenne
un homme essaie de rentrer de force je suis en danger,POLICE,Moyenne
une voiture menace de s'écrouler!,POMPIER,Moyenne
un pont est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
ma souris marche plus,MATÉRIEL,Basse
une maison menace de s'écrouler.,POMPIER,Moyenne
le datacenter affiche une erreur 500,INFRA,Haute
mon fils a une grosse hémorragie,MÉDICAL,Haute
un entrepot a pris feu je suis en danger,POMPIER,Haute
j'ai très mal au ventre vite,MÉDICAL,Moyenne
j'ai cassé mon bras vite,MÉDICAL,Moyenne
la fibre ne répond plus,INFRA,Haute
un fou me menace avec une arme ma vie est en danger,POLICE,Haute
un individu braque la banque!,POLICE,Haute
la fibre ne répond plus,INFRA,Haute
quelqu'un a perdu ma jambe vite,MÉDICAL,Haute
un inconnu a sorti une arme aidez-moi,POLICE,Haute
le wifi est en panne,INFRA,Haute
un batiment vient de tomber,POMPIER,Haute
un fou me suit dans la rue vite,POLICE,Moyenne
le vidéoprojecteur clignote sans arrêt,MATÉRIEL,Basse
un pont menace de s'écrouler!,POMPIER,Moyenne
il y a un gars qui m'a tirer dessus,POLICE,Haute
une centrale nucléaire est rempli de fumée.,POMPIER,Haute
quelqu'un braque la banque!,POLICE,Haute
mon collègue a perdu ma jambe ma vie est en danger,MÉDICAL,Haute
le toit est en train de s'écrouler vite,POMPIER,Moyenne
un tueur a un fusil aidez-moi,POLICE,Haute
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
un pont est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
un pont menace de s'écrouler je suis en danger,POMPIER,Moyenne
quelqu'un a très mal au ventre.,MÉDICAL,Moyenne
ma femme a du sang partout vite,MÉDICAL,Haute
ma souris marche plus,MATÉRIEL,Basse
je très mal au ventre,MÉDICAL,Moyenne
la webcam est cassé,MATÉRIEL,Basse
mon pc a l'écran fissuré,MATÉRIEL,Basse
mon ami a très mal au dos,MÉDICAL,Moyenne
mon accès ne marche plus,ACCÈS,Moyenne
la base de données a crashé,INFRA,Haute
mon téléphone fait un bruit bizarre,MATÉRIEL,Basse
un entrepot menace de s'écrouler vite,POMPIER,Moyenne
je me suis fais tirer dessus,POLICE,Haute
l'hyperviseur est très lent,INFRA,Haute
un entrepot est en train de s'écrouler vite,POMPIER,Moyenne
ma femme a une grosse hémorragie vite,MÉDICAL,Haute
la forêt vient d'exploser ma vie est en danger,POMPIER,Haute
le routeur a fondu,INFRA,Haute
la base de données est très lent,INFRA,Haute
un inconnu rode autour de la maison!,POLICE,Moyenne
mon compte me refuse l'accès,ACCÈS,Moyenne
la fibre est tombé,INFRA,Haute
mon fils a très mal au ventre vite,MÉDICAL,Moyenne
mon mot de passe tourne en boucle,ACCÈS,Moyenne
mon fils a perdu un oeil,MÉDICAL,Haute
une voiture menace de s'écrouler,POMPIER,Moyenne
mon login n'est pas reconnu,ACCÈS,Moyenne
une centrale nucléaire menace de s'écrouler je suis en danger,POMPIER,Moyenne
au secours on me tire dessus,POLICE,Haute
le serveur affiche une erreur 500,INFRA,Haute
un voleur me frappe au visage vite,POLICE,Haute
un inconnu essaie de rentrer de force vite,POLICE,Moyenne
mon ami a fait un malaise aidez-moi,MÉDICAL,Haute
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
un immeuble s'est effondré vite,POMPIER,Haute
une voiture est en train de s'écrouler je suis en danger,POMPIER,Moyenne
j'ai cassé mon nez,MÉDICAL,Moyenne
un tueur tire sur la foule,POLICE,Haute
mon mot de passe n'est pas reconnu,ACCÈS,Moyenne
je perdu un oeil vite,MÉDICAL,Haute
il y a du feu chez moi,POMPIER,Haute
une voiture est rempli de fumée aidez-moi,POMPIER,Haute
le routeur affiche une erreur 500,INFRA,Haute
mon fils a cassé mon bras.,MÉDICAL,Moyenne
quelqu'un a avalé du poison.,MÉDICAL,Haute
la fibre est très lent,INFRA,Haute
un batiment vient de tomber,POMPIER,Haute
le datacenter a une latence énorme,INFRA,Haute
mon accès est bloqué,ACCÈS,Moyenne
la webcam est bloqué,MATÉRIEL,Basse
un voleur m'a tiré dessus je suis en danger,POLICE,Haute
je me suis fais tirer dessus,POLICE,Haute
un fou me suit dans la rue,POLICE,Moyenne
quelqu'un braque la banque ma vie est en danger,POLICE,Haute
mon pc est mort,MATÉRIEL,Basse
un gars a un fusil ma vie est en danger,POLICE,Haute
ma souris marche plus,MATÉRIEL,Basse
un pont fuit du gaz vite,POMPIER,Haute
il y a quelqu'un qui essaie de me tirer dessus,POLICE,Haute
un voleur veut me poignarder aidez-moi,POLICE,Haute
j'ai fait un malaise aidez-moi,MÉDICAL,Haute
le wifi est tombé,INFRA,Haute
le toit est en train de s'écrouler,POMPIER,Moyenne
une maison à exploser,POMPIER,Haute
un homme a un fusil ma vie est en danger,POLICE,Haute
je saigne,MÉDICAL,Moyenne
un pont brûle je suis en danger,POMPIER,Haute
quelqu'un a le crâne ouvert aidez-moi,MÉDICAL,Haute
mon login ne marche plus,ACCÈS,Moyenne
mon ex est entré par effraction ma vie est en danger,POLICE,Moyenne
un homme me menace avec une arme.,POLICE,Haute
un immeuble menace de s'écrouler aidez-moi,POMPIER,Moyenne
mon clavier a l'écran fissuré,MATÉRIEL,Basse
un batiment est en feu je suis en danger,POMPIER,Haute
un tueur me suit dans la rue aidez-moi,POLICE,Moyenne
il y a un tueur en série,POLICE,Haute
mon écran est cassé,MATÉRIEL,Basse
mon pc est mort,MATÉRIEL,Basse
ma souris est cassé,MATÉRIEL,Basse
un batiment vient de tomber,POMPIER,Haute
un fou essaie de me tuer je suis en danger,POLICE,Haute
mon compte est verrouillé,ACCÈS,Moyenne
ma session est bloqué,ACCÈS,Moyenne
la base de données est tombé,INFRA,Haute
une centrale nucléaire s'est effondré aidez-moi,POMPIER,Haute
ma femme a le nez cassé.,MÉDICAL,Moyenne
mon ex essaie de me tuer!,POLICE,Haute
un fou a sorti une arme aidez-moi,POLICE,Haute
mon ami a une grosse hémorragie je suis en danger,MÉDICAL,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
mon collègue a perdu ma jambe ma vie est en danger,MÉDICAL,Haute
le wifi a une latence énorme,INFRA,Haute
le réseau est très lent,INFRA,Haute
le routeur est très lent,INFRA,Haute
le datacenter affiche une erreur 500,INFRA,Haute
mon compte est bloqué,ACCÈS,Moyenne
ma session a été piraté,ACCÈS,Moyenne
ma femme a une grosse hémorragie,MÉDICAL,Haute
mon collègue a cassé mon bras ma vie est en danger,MÉDICAL,Moyenne
un immeuble est en feu.,POMPIER,Haute
une usine est en feu ma vie est en danger,POMPIER,Haute
un voleur essaie de me tuer vite,POLICE,Haute
le toit est en train de s'écrouler.,POMPIER,Moyenne
le parking est en feu!,POMPIER,Haute
mon ex a un couteau aidez-moi,POLICE,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
quelqu'un essaie de rentrer de force!,POLICE,Moyenne
mon ex me suit dans la rue ma vie est en danger,POLICE,Moyenne
ma souris est cassé,MATÉRIEL,Basse
un gars me frappe au visage aidez-moi,POLICE,Haute
le routeur a une latence énorme,INFRA,Haute
mon compte a été piraté,ACCÈS,Moyenne
des gens essaie de rentrer de force ma vie est en danger,POLICE,Moyenne
mon collègue a le nez cassé aidez-moi,MÉDICAL,Moyenne
le routeur ne répond plus,INFRA,Haute
mon pc ne s'allume pas,MATÉRIEL,Basse
un tueur a un fusil ma vie est en danger,POLICE,Haute
ma femme a le bras arraché aidez-moi,MÉDICAL,Haute
ma vie est en danger,POLICE,Haute
la forêt a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
le parking vient d'exploser ma vie est en danger,POMPIER,Haute
le routeur a fondu,INFRA,Haute
un inconnu me menace avec une arme!,POLICE,Haute
mon fils a avalé du poison,MÉDICAL,Haute
une maison est en feu aidez-moi,POMPIER,Haute
le toit a été soufflé par une explosion vite,POMPIER,Haute
mon login est verrouillé,ACCÈS,Moyenne
mon fils a cassé mon bras ma vie est en danger,MÉDICAL,Moyenne
mon fils a très mal au dos!,MÉDICAL,Moyenne
mon authentification est expiré,ACCÈS,Moyenne
un pont menace de s'écrouler vite,POMPIER,Moyenne
il y'a une aggression,POLICE,Haute
le parking est en train de s'écrouler,POMPIER,Moyenne
la forêt fuit du gaz vite,POMPIER,Haute
mon pc marche plus,MATÉRIEL,Basse
un voleur rode autour de la maison vite,POLICE,Moyenne
je le nez cassé ma vie est en danger,MÉDICAL,Moyenne
mon fils a du mal à respirer,MÉDICAL,Haute
mon ami a perdu un oeil vite,MÉDICAL,Haute
un gars est entré par effraction!,POLICE,Moyenne
quelqu'un a très mal au coeur je suis en danger,MÉDICAL,Haute
mon accès est verrouillé,ACCÈS,Moyenne
je saigne,MÉDICAL,Moyenne
le réseau a fondu,INFRA,Haute
un tueur me suit dans la rue.,POLICE,Moyenne
un gars essaie de me tuer!,POLICE,Haute
le réseau est tombé,INFRA,Haute
la fibre est en panne,INFRA,Haute
mon pc est mort,MATÉRIEL,Basse
le toit fuit du gaz aidez-moi,POMPIER,Haute
je le crâne ouvert je suis en danger,MÉDICAL,Haute
mon ex essaie de rentrer de force je suis en danger,POLICE,Moyenne
ma femme a le crâne ouvert ma vie est en danger,MÉDICAL,Haute
une maison menace de s'écrouler,POMPIER,Moyenne
le serveur est en panne,INFRA,Haute
le vpn n'est pas reconnu,ACCÈS,Moyenne
un voleur tire sur la foule!,POLICE,Haute
ma souris a un faux contact,MATÉRIEL,Basse
ma vie est en danger,POLICE,Haute
une central nucléaire vient d'exploser,POMPIER,Haute
mon coeur me fait mal,MÉDICAL,Haute
un tueur rode autour de la maison je suis en danger,POLICE,Moyenne
quelqu'un a perdu ma jambe aidez-moi,MÉDICAL,Haute
des gens est entré par effraction je suis en danger,POLICE,Moyenne
un gars me suit dans la rue je suis en danger,POLICE,Moyenne
un fou essaie de me tuer je suis en danger,POLICE,Haute
le vpn a été piraté,ACCÈS,Moyenne
une usine vient d'exploser ma vie est en danger,POMPIER,Haute
un inconnu m'a tiré dessus aidez-moi,POLICE,Haute
un individu est entré par effraction ma vie est en danger,POLICE,Moyenne
mon pc est mort,MATÉRIEL,Basse
mon clavier marche plus,MATÉRIEL,Basse
mon fils a fait un malaise!,MÉDICAL,Haute
un fou me menace avec une arme!,POLICE,Haute
une voiture menace de s'écrouler.,POMPIER,Moyenne
ma souris marche plus,MATÉRIEL,Basse
un entrepot menace de s'écrouler.,POMPIER,Moyenne
le vidéoprojecteur fait un bruit bizarre,MATÉRIEL,Basse
un entrepot est en train de s'écrouler vite,POMPIER,Moyenne
ma souris est bloqué,MATÉRIEL,Basse
je fait un malaise ma vie est en danger,MÉDICAL,Haute
mon ami a avalé du poison aidez-moi,MÉDICAL,Haute
mon pc est mort,MATÉRIEL,Basse
ma femme a avalé du poison ma vie est en danger,MÉDICAL,Haute
mon mot de passe ne marche plus,ACCÈS,Moyenne
ma femme a avalé du poison aidez-moi,MÉDICAL,Haute
je très mal au ventre vite,MÉDICAL,Moyenne
un pont est en train de s'écrouler!,POMPIER,Moyenne
j'ai très mal au ventre.,MÉDICAL,Moyenne
des gens essaie de me tuer ma vie est en danger,POLICE,Haute
quelqu'un a le crâne ouvert vite,MÉDICAL,Haute
j'ai très mal au dos je suis en danger,MÉDICAL,Moyenne
une usine est rempli de fumée vite,POMPIER,Haute
un homme rode autour de la maison vite,POLICE,Moyenne
mon login me refuse l'accès,ACCÈS,Moyenne
une central nucléaire vient d'exploser,POMPIER,Haute
mon collègue a fait un malaise.,MÉDICAL,Haute
un immeuble est en train de s'écrouler!,POMPIER,Moyenne
je saigne du doigt,MÉDICAL,Basse
le serveur ne répond plus,INFRA,Haute
un gars me frappe au visage ma vie est en danger,POLICE,Haute
des gens est entré par effraction je suis en danger,POLICE,Moyenne
quelqu'un a sorti une arme vite,POLICE,Haute
des gens rode autour de la maison,POLICE,Moyenne
le parking fuit du gaz,POMPIER,Haute
le vidéoprojecteur fait un bruit bizarre,MATÉRIEL,Basse
mon ami a très mal au ventre!,MÉDICAL,Moyenne
mon mot de passe affiche une erreur,ACCÈS,Moyenne
mon login me refuse l'accès,ACCÈS,Moyenne
le toit s'est effondré je suis en danger,POMPIER,Haute
un immeuble est en train de s'écrouler aidez-moi,POMPIER,Moyenne
mon ex essaie de rentrer de force ma vie est en danger,POLICE,Moyenne
quelqu'un a très mal au coeur aidez-moi,MÉDICAL,Haute
mon login a été piraté,ACCÈS,Moyenne
une voiture est en train de s'écrouler.,POMPIER,Moyenne
mon ex a un fusil je suis en danger,POLICE,Haute
mon collègue a le bras arraché.,MÉDICAL,Haute
l'imprimante ne répond plus,MATÉRIEL,Basse
une usine menace de s'écrouler,POMPIER,Moyenne
une usine a pris feu!,POMPIER,Haute
mon écran a l'écran fissuré,MATÉRIEL,Basse
un tueur a sorti une arme ma vie est en danger,POLICE,Haute
le routeur est en panne,INFRA,Haute
un fou est entré par effraction ma vie est en danger,POLICE,Moyenne
un inconnu a un fusil.,POLICE,Haute
je saigne du doigt,MÉDICAL,Basse
un inconnu m'a tiré dessus aidez-moi,POLICE,Haute
un entrepot est en train de s'écrouler.,POMPIER,Moyenne
mon collègue a très mal au coeur vite,MÉDICAL,Haute
j'ai le crâne ouvert.,MÉDICAL,Haute
des gens est entré par effraction ma vie est en danger,POLICE,Moyenne
quelqu'un a fait un malaise,MÉDICAL,Haute
j'ai perdu ma jambe aidez-moi,MÉDICAL,Haute
je très mal au coeur vite,MÉDICAL,Haute
un voleur essaie de me tuer.,POLICE,Haute
un entrepot est rempli de fumée,POMPIER,Haute
le parking menace de s'écrouler vite,POMPIER,Moyenne
l'imprimante est mort,MATÉRIEL,Basse
la forêt a pris feu je suis en danger,POMPIER,Haute
il y a du feu chez moi,POMPIER,Haute
mon coeur me fait mal,MÉDICAL,Haute
ma femme a du sang partout aidez-moi,MÉDICAL,Haute
un inconnu me suit dans la rue.,POLICE,Moyenne
il y a un tueur en série,POLICE,Haute
des gens me suit dans la rue aidez-moi,POLICE,Moyenne
quelqu'un a du mal à respirer je suis en danger,MÉDICAL,Haute
une central nucléaire vient d'exploser,POMPIER,Haute
une usine est en train de s'écrouler aidez-moi,POMPIER,Moyenne
un inconnu me menace avec une arme ma vie est en danger,POLICE,Haute
