texte,domaine,statut_friction,question_bot,impact_cible,urgence_cible
Mon père s'étouffe au croisement de la rue jean jaurès,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un ami ai très mal devant la gare,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Je m'a volé avec une arme à feu au 3ème étage du bâtiment B,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Je me suis écorché le doigt au 10 rue de la République,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon fils ai un rhume l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Ma femme se vide de son sang au lac,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un ami se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Une fuite de gaz,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma femme fait un arrêt cardiaque,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un ami fait un choc anaphylactique au 10 rue de la République,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un ami ai une crise d'épilepsie sur l'autoroute A81,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon mari tousse un peu la main,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la main), mais à quelle adresse êtes-vous ?",1,1
Une explosion,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon fils ai un bleu le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Un passant me suis écorché la cheville au 3ème étage du bâtiment B,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon enfant me suis cassé le cou,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le cou. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un passant ai très mal sur le parking du supermarché,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Je ai gonflé au 5 rue de la paix,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma mère ai très mal le crâne sur le parking du supermarché,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon enfant ai une crise d'épilepsie la poitrine,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à la poitrine. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma femme me suis écorché le bras,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le bras), mais à quelle adresse êtes-vous ?",1,1
Un toit s'est effondré au 5 rue de la paix,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon mari ai un bleu l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Mon mari ai une crise d'épilepsie la tête au 3ème étage du bâtiment B,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un collègue ai gonflé le crâne,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le crâne. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon mari fait un choc anaphylactique,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ransomware détecté,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon enfant fait un choc anaphylactique,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Une fuite de gaz au 10 rue de la République,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon fils ai une fracture ouverte la tête au 10 rue de la République,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Je me suis écorché le bras à Rennes,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un passant se vide de son sang devant la gare,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Impossible de se connecter timeout à l'agence,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Base de données plantée accès refusé au datacenter,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Mon fils me suis écorché au 10 rue de la République,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Un ami menace avec sur le parking du supermarché,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Je ai une petite coupure la main,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la main), mais à quelle adresse êtes-vous ?",1,1
Un crash,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon mari m'a agressé avec une batte à la mairie,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Je fait une overdose,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ransomware détecté au bureau 302,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Un passant m'a volé avec un couteau chez moi au 12 avenue foch,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma mère menace avec avec une arme à feu au centre commercial,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma mère ai un bleu l'orteil à la mairie,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Ma mère ai une ampoule la cheville,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (la cheville), mais à quelle adresse êtes-vous ?",1,1
Plus d'accès internet à l'agence,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Mon enfant s'étouffe à Paris,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Le serveur est en panne,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un collègue menace avec avec une machette,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Ransomware détecté,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un passant fait un choc anaphylactique devant la gare,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ma mère tousse un peu le bras chez moi au 12 avenue foch,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Il y a un incendie au 10 rue de la République,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Ransomware détecté,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Un ami tousse un peu le bras devant la gare,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon enfant m'a volé devant la gare,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Mon fils est inconscient dans le métro ligne 4,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Mon fils fait un choc anaphylactique à la mairie,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ransomware détecté erreur 500 à l'agence,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Un ami ai fait une chute grave la poitrine à Rennes,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon père ai fait une chute grave la colonne à Rennes,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un collègue menace avec chez moi au 12 avenue foch,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Ma mère ai fait une chute grave à la mairie,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Le serveur est en panne timeout au bureau 302,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Mon fils ai une ampoule le genou chez moi au 12 avenue foch,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon père fait un choc anaphylactique à Paris,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Mon père tousse un peu le bras,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le bras), mais à quelle adresse êtes-vous ?",1,1
Je ai gonflé le ventre devant la gare,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon mari est inconscient au 5 rue de la paix,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Ma femme ai une petite coupure le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Ma mère ai une fracture ouverte la poitrine au centre commercial,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Un ami ai un bleu à Rennes,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Un collègue ai une ampoule au 10 rue de la République,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon enfant cambriole avec une barre de fer,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Mon père ai un rhume le doigt,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le doigt), mais à quelle adresse êtes-vous ?",1,1
Mon père menace avec avec une machette,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Il y a un incendie au 10 rue de la République,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Mon enfant ai une crise d'épilepsie le dos dans le métro ligne 4,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon enfant cambriole sur le parking du supermarché,POLICE,MANQUE_ARME,"⚖️ SÉCURITÉ : Y a-t-il des armes visibles (couteau, arme à feu) ?",2,3
Ma mère se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Il y a un incendie,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma femme me suis écorché l'orteil sur l'autoroute A81,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Mon fils est inconscient à l'école primaire,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un collègue ai une ampoule la cheville au 3ème étage du bâtiment B,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un collègue ai gonflé chez moi au 12 avenue foch,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Ma mère ai très mal le dos,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le dos. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Un ami est inconscient,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un collègue m'a agressé avec une barre de fer à Paris,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Base de données plantée écran bleu au siège,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Le serveur est en panne au datacenter,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Un toit s'est effondré,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Mon enfant me suis cassé dans le métro ligne 4,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon fils tousse un peu le doigt,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le doigt), mais à quelle adresse êtes-vous ?",1,1
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Ma femme ai une petite coupure le genou,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (le genou), mais à quelle adresse êtes-vous ?",1,1
Un passant me suis cassé le cou chez moi au 12 avenue foch,MÉDICAL,COMPLET_SEVERE,"✅ Urgence qualifiée (Priorité Haute). Ne bougez pas la victime, les secours sont en route.",3,3
Mon père ai très mal le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Base de données plantée,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Ransomware détecté écran bleu au bureau 302,INFRA,COMPLET,✅ Incident technique qualifié. Le support N2 prend le relais.,3,3
Impossible de se connecter à l'agence,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Ma mère se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Ma mère ai fait une chute grave à Rennes,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Mon enfant s'étouffe dans le métro ligne 4,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un ami ai une crise d'épilepsie le dos,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le dos. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon fils m'a agressé avec un couteau,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Je m'a agressé avec un pistolet,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Plus d'accès internet,INFRA,MANQUE_CONTEXTE_IT,🏢 CONTEXTE REQUIS : Pour quel site ou agence signalez-vous cet incident ?,2,2
Mon fils ai un bleu au lac,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la blessure ?,1,1
Ma femme ai gonflé dans la forêt,MÉDICAL,MANQUE_CORPS,🩹 PRÉCISION REQUISE : À quelle partie du corps se situe la douleur exacte ?,2,2
Une explosion,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Un crash au 10 rue de la République,POMPIER,PRECISION_POMP,🔥 Y a-t-il des personnes bloquées à l'intérieur ou des blessés ?,3,4
Un ami se vide de son sang,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Un collègue menace avec avec une barre de fer à la mairie,POLICE,COMPLET,✅ La police est en route. Mettez-vous en sécurité et ne raccrochez pas.,4,4
Ma femme ne respire plus,MÉDICAL,MANQUE_LIEU_VITAL,🚨 URGENCE VITALE : Donnez-moi immédiatement votre adresse ou ville exacte !,4,4
Mon père tousse un peu le bras au centre commercial,MÉDICAL,COMPLET_BENIN,✅ C'est noté. Vous pouvez désinfecter la plaie. Souhaitez-vous un conseil médical ?,1,1
Un accident de voiture,POMPIER,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse ou ville vous trouvez-vous ?,3,4
Plus d'accès internet au siège,INFRA,MANQUE_ERREUR,💻 Quel est le message d'erreur exact affiché à l'écran ?,2,3
Un collègue cambriole avec un pistolet,POLICE,MANQUE_LIEU,🚨 LOCALISATION MANQUANTE : À quelle adresse exacte vous trouvez-vous ?,3,4
Un ami se vide de son sang devant la gare,MÉDICAL,COMPLET_VITAL,✅ LE SAMU EST DÉCLENCHÉ. Commencez le massage cardiaque ou mettez la victime en PLS si elle respire.,4,4
Un collègue ai un rhume l'orteil,MÉDICAL,MANQUE_LIEU,"🚨 J'ai noté la blessure (l'orteil), mais à quelle adresse êtes-vous ?",1,1
Mon fils ai très mal le ventre,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le ventre. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
Mon père ai une douleur aiguë le dos,MÉDICAL,PRECISION_MED_SEVERE,"⚠️ Vous indiquez une blessure à le dos. Sur une échelle de 1 à 10, quelle est la douleur ? Y a-t-il de la fièvre ou des saignements ?",3,3
